"mkt","measure","name","Value"
"BEARING - TREATED","PCT OF AREA BEARING","CAPTAN",96
"BEARING - TREATED","PCT OF AREA BEARING","CHLOROTHALONIL",NA
"BEARING - TREATED","PCT OF AREA BEARING","COPPER CHLORIDE HYD.",NA
"BEARING - TREATED","PCT OF AREA BEARING","COPPER HYDROXIDE",NA
"BEARING - TREATED","PCT OF AREA BEARING","CYMOXANIL",NA
"BEARING - TREATED","PCT OF AREA BEARING","CYPRODINIL",91
"BEARING - TREATED","PCT OF AREA BEARING","FAMOXADONE",NA
"BEARING - TREATED","PCT OF AREA BEARING","FENHEXAMID",NA
"BEARING - TREATED","PCT OF AREA BEARING","FLUDIOXONIL",91
"BEARING - TREATED","PCT OF AREA BEARING","FLUOPYRAM",NA
"BEARING - TREATED","PCT OF AREA BEARING","FLUXAPYROXAD",NA
"BEARING - TREATED","PCT OF AREA BEARING","IPRODIONE",NA
"BEARING - TREATED","PCT OF AREA BEARING","MANCOZEB",NA
"BEARING - TREATED","PCT OF AREA BEARING","MEFENOXAM",NA
"BEARING - TREATED","PCT OF AREA BEARING","PENTHIOPYRAD",NA
"BEARING - TREATED","PCT OF AREA BEARING","PROPICONAZOLE",NA
"BEARING - TREATED","PCT OF AREA BEARING","PYRACLOSTROBIN",NA
"BEARING - TREATED","PCT OF AREA BEARING","PYRIMETHANIL",NA
"BEARING - TREATED","PCT OF AREA BEARING","SULFUR",NA
"BEARING - TREATED","PCT OF AREA BEARING","TETRACONAZOLE",NA
"BEARING - TREATED","PCT OF AREA BEARING","THIOPHANATE-METHYL",NA
"BEARING - TREATED","PCT OF AREA BEARING","THIRAM",63
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",100
"BEARING - TREATED","PCT OF AREA BEARING","2,4-D, DIMETH. SALT",NA
"BEARING - TREATED","PCT OF AREA BEARING","CLETHODIM",NA
"BEARING - TREATED","PCT OF AREA BEARING","FLUMIOXAZIN",NA
"BEARING - TREATED","PCT OF AREA BEARING","GLYPHOSATE ISO. SALT",NA
"BEARING - TREATED","PCT OF AREA BEARING","PARAQUAT",NA
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",26
"BEARING - TREATED","PCT OF AREA BEARING","ABAMECTIN",14
"BEARING - TREATED","PCT OF AREA BEARING","ACETAMIPRID",20
"BEARING - TREATED","PCT OF AREA BEARING","BIFENAZATE",NA
"BEARING - TREATED","PCT OF AREA BEARING","BIFENTHRIN",6
"BEARING - TREATED","PCT OF AREA BEARING","BT KURSTAKI ABTS-351",NA
"BEARING - TREATED","PCT OF AREA BEARING","CHLORANTRANILIPROLE",42
"BEARING - TREATED","PCT OF AREA BEARING","CYANTRANILIPROLE",NA
"BEARING - TREATED","PCT OF AREA BEARING","DIAZINON",NA
"BEARING - TREATED","PCT OF AREA BEARING","FENPROPATHRIN",NA
"BEARING - TREATED","PCT OF AREA BEARING","FLUPYRADIFURONE",NA
"BEARING - TREATED","PCT OF AREA BEARING","HEXYTHIAZOX",NA
"BEARING - TREATED","PCT OF AREA BEARING","IMIDACLOPRID",NA
"BEARING - TREATED","PCT OF AREA BEARING","MALATHION",NA
"BEARING - TREATED","PCT OF AREA BEARING","METHOMYL",NA
"BEARING - TREATED","PCT OF AREA BEARING","NOVALURON",59
"BEARING - TREATED","PCT OF AREA BEARING","SPINETORAM",NA
"BEARING - TREATED","PCT OF AREA BEARING","SPINOSAD",NA
"BEARING - TREATED","PCT OF AREA BEARING","SULFOXAFLOR",NA
"BEARING - TREATED","PCT OF AREA BEARING","THIAMETHOXAM",42
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",65
"BEARING - TREATED","PCT OF AREA BEARING","CYTOKININS",NA
"BEARING - TREATED","PCT OF AREA BEARING","FLUTRIAFOL",NA
"BEARING - TREATED","PCT OF AREA BEARING","INDOLEBUTYRIC ACID",NA
"BEARING - TREATED","PCT OF AREA BEARING","TOTAL)",22
"BEARING - APPLICATIONS","LB","AZOXYSTROBIN",1900
"BEARING - APPLICATIONS","LB","BACILLUS AMYLOLIQUEFACIENS MBI 600",NA
"BEARING - APPLICATIONS","LB","BACILLUS PUMILUS",NA
"BEARING - APPLICATIONS","LB","BORAX DECAHYDRATE",100
"BEARING - APPLICATIONS","LB","BOSCALID",2100
"BEARING - APPLICATIONS","LB","CAPTAN",253600
"BEARING - APPLICATIONS","LB","COPPER OCTANOATE",NA
"BEARING - APPLICATIONS","LB","CYFLUFENAMID",500
"BEARING - APPLICATIONS","LB","CYPRODINIL",11300
"BEARING - APPLICATIONS","LB","FENHEXAMID",16700
"BEARING - APPLICATIONS","LB","FLUDIOXONIL",7500
"BEARING - APPLICATIONS","LB","FLUOPYRAM",3800
"BEARING - APPLICATIONS","LB","FLUXAPYROXAD",1800
"BEARING - APPLICATIONS","LB","MEFENOXAM",2400
"BEARING - APPLICATIONS","LB","MYCLOBUTANIL",4100
"BEARING - APPLICATIONS","LB","PENTHIOPYRAD",3400
"BEARING - APPLICATIONS","LB","POLYOXIN D ZINC SALT",2300
"BEARING - APPLICATIONS","LB","POTASSIUM BICARBON.",10600
"BEARING - APPLICATIONS","LB","PROPICONAZOLE",1200
"BEARING - APPLICATIONS","LB","PYRACLOSTROBIN",3100
"BEARING - APPLICATIONS","LB","PYRIMETHANIL",10800
"BEARING - APPLICATIONS","LB","QUINOLINE",2000
"BEARING - APPLICATIONS","LB","STREPTOMYCES LYDICUS",NA
"BEARING - APPLICATIONS","LB","SULFUR",591200
"BEARING - APPLICATIONS","LB","TETRACONAZOLE",800
"BEARING - APPLICATIONS","LB","THIOPHANATE-METHYL",9400
"BEARING - APPLICATIONS","LB","THIRAM",96300
"BEARING - APPLICATIONS","LB","TOTAL)",1056400
"BEARING - APPLICATIONS","LB","TRIFLOXYSTROBIN",3900
"BEARING - APPLICATIONS","LB","TRIFLUMIZOLE",6300
"BEARING - APPLICATIONS","LB","FLUMIOXAZIN",500
"BEARING - APPLICATIONS","LB","GLYPHOSATE POT. SALT",NA
"BEARING - APPLICATIONS","LB","NAPROPAMIDE",NA
"BEARING - APPLICATIONS","LB","OXYFLUORFEN",1700
"BEARING - APPLICATIONS","LB","PENDIMETHALIN",10800
"BEARING - APPLICATIONS","LB","TOTAL)",16900
"BEARING - APPLICATIONS","LB","ABAMECTIN",200
"BEARING - APPLICATIONS","LB","ACEQUINOCYL",7400
"BEARING - APPLICATIONS","LB","ACETAMIPRID",2300
"BEARING - APPLICATIONS","LB","AZADIRACHTIN",600
"BEARING - APPLICATIONS","LB","BIFENAZATE",16700
"BEARING - APPLICATIONS","LB","BIFENTHRIN",3400
"BEARING - APPLICATIONS","LB","BT KURSTAKI EG7841",NA
"BEARING - APPLICATIONS","LB","BT SUB AIZAWAI GC-91",NA
"BEARING - APPLICATIONS","LB","BUPROFEZIN",NA
"BEARING - APPLICATIONS","LB","BURKHOLDERIA A396 CELLS & MEDIA",NA
"BEARING - APPLICATIONS","LB","CHLORANTRANILIPROLE",1800
"BEARING - APPLICATIONS","LB","CYANTRANILIPROLE",1100
"BEARING - APPLICATIONS","LB","CYFLUMETOFEN",5500
"BEARING - APPLICATIONS","LB","FENPROPATHRIN",2500
"BEARING - APPLICATIONS","LB","FENPYROXIMATE",200
"BEARING - APPLICATIONS","LB","FLONICAMID",3600
"BEARING - APPLICATIONS","LB","FLUPYRADIFURONE",3600
"BEARING - APPLICATIONS","LB","HELICOVERPA ZEA NPV",NA
"BEARING - APPLICATIONS","LB","HEXYTHIAZOX",2600
"BEARING - APPLICATIONS","LB","IMIDACLOPRID",2500
"BEARING - APPLICATIONS","LB","MALATHION",29100
"BEARING - APPLICATIONS","LB","METHOXYFENOZIDE",2600
"BEARING - APPLICATIONS","LB","NALED",2900
"BEARING - APPLICATIONS","LB","NEEM OIL",3100
"BEARING - APPLICATIONS","LB","NEEM OIL, CLAR. HYD.",5800
"BEARING - APPLICATIONS","LB","NOVALURON",3300
"BEARING - APPLICATIONS","LB","PETROLEUM DISTILLATE",NA
"BEARING - APPLICATIONS","LB","POTASSIUM SALTS",NA
"BEARING - APPLICATIONS","LB","PYRETHRINS",100
"BEARING - APPLICATIONS","LB","PYRIPROXYFEN",NA
"BEARING - APPLICATIONS","LB","SPINETORAM",2200
"BEARING - APPLICATIONS","LB","SPINOSAD",1800
"BEARING - APPLICATIONS","LB","SPIROMESIFEN",700
"BEARING - APPLICATIONS","LB","THIAMETHOXAM",600
"BEARING - APPLICATIONS","LB","TOTAL)",116700
"BEARING - APPLICATIONS","LB","CAPRIC ACID",NA
"BEARING - APPLICATIONS","LB","CAPRYLIC ACID",NA
"BEARING - APPLICATIONS","LB","CHLOROPICRIN",5692600
"BEARING - APPLICATIONS","LB","DICHLOROPROPENE",848600
"BEARING - APPLICATIONS","LB","FLUTRIAFOL",2600
"BEARING - APPLICATIONS","LB","HYDROGEN PEROXIDE",9400
"BEARING - APPLICATIONS","LB","METAM-POTASSIUM",1040400
"BEARING - APPLICATIONS","LB","MINERAL OIL",NA
"BEARING - APPLICATIONS","LB","PAECILOMYCES FUMOSOR",NA
"BEARING - APPLICATIONS","LB","PEROXYACETIC ACID",2000
"BEARING - APPLICATIONS","LB","POTASSIUM SILICATE",NA
"BEARING - APPLICATIONS","LB","REYNOUTRIA SACHALINE",3000
"BEARING - APPLICATIONS","LB","TOTAL)",7602900
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","AZOXYSTROBIN",0.237
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BACILLUS AMYLOLIQUEFACIENS MBI 600",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BACILLUS PUMILUS",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BORAX DECAHYDRATE",0.017
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BOSCALID",0.372
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CAPTAN",1.662
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","COPPER OCTANOATE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CYFLUFENAMID",0.023
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CYPRODINIL",0.333
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FENHEXAMID",0.627
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUDIOXONIL",0.222
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUOPYRAM",0.125
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUXAPYROXAD",0.174
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","MEFENOXAM",0.483
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PENTHIOPYRAD",0.279
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","POLYOXIN D ZINC SALT",0.098
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","POTASSIUM BICARBON.",2.152
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PROPICONAZOLE",0.113
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PYRACLOSTROBIN",0.179
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PYRIMETHANIL",0.711
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","QUINOLINE",0.098
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","STREPTOMYCES LYDICUS",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SULFUR",3.779
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","TETRACONAZOLE",0.038
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","THIOPHANATE-METHYL",0.707
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","THIRAM",2.144
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","TRIFLOXYSTROBIN",0.124
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","TRIFLUMIZOLE",0.251
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUMIOXAZIN",0.084
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","GLYPHOSATE POT. SALT",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","NAPROPAMIDE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","OXYFLUORFEN",0.301
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PENDIMETHALIN",1.327
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ABAMECTIN",0.018
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ACEQUINOCYL",0.305
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","ACETAMIPRID",0.138
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","AZADIRACHTIN",0.029
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BIFENAZATE",0.505
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BIFENTHRIN",0.123
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BT KURSTAKI EG7841",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BT SUB AIZAWAI GC-91",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BUPROFEZIN",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","BURKHOLDERIA A396 CELLS & MEDIA",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHLORANTRANILIPROLE",0.066
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CYANTRANILIPROLE",0.109
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FENPROPATHRIN",0.233
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FENPYROXIMATE",0.106
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLONICAMID",0.088
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUPYRADIFURONE",0.18
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","HELICOVERPA ZEA NPV",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","HEXYTHIAZOX",0.218
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","IMIDACLOPRID",0.513
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","MALATHION",2.027
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","NALED",0.907
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","NEEM OIL",0.779
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","NEEM OIL, CLAR. HYD.",2.222
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PETROLEUM DISTILLATE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","POTASSIUM SALTS",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PYRETHRINS",0.041
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PYRIPROXYFEN",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SPINETORAM",0.076
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SPINOSAD",0.095
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","SPIROMESIFEN",0.252
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","THIAMETHOXAM",0.065
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CAPRIC ACID",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CAPRYLIC ACID",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","CHLOROPICRIN",196.615
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","DICHLOROPROPENE",70.726
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","FLUTRIAFOL",0.113
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","HYDROGEN PEROXIDE",2.372
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","METAM-POTASSIUM",240.829
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","MINERAL OIL",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PAECILOMYCES FUMOSOR",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","PEROXYACETIC ACID",0.491
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","POTASSIUM SILICATE",NA
"BEARING - APPLICATIONS","LB / ACRE / APPLICATION","REYNOUTRIA SACHALINE",0.199
"BEARING - APPLICATIONS","LB / ACRE / YEAR","AZOXYSTROBIN",0.26
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BACILLUS AMYLOLIQUEFACIENS MBI 600",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BACILLUS PUMILUS",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BORAX DECAHYDRATE",0.021
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BOSCALID",0.506
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CAPTAN",14.256
"BEARING - APPLICATIONS","LB / ACRE / YEAR","COPPER OCTANOATE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CYFLUFENAMID",0.031
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CYPRODINIL",0.591
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FENHEXAMID",0.974
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUDIOXONIL",0.394
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUOPYRAM",0.254
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUXAPYROXAD",0.202
"BEARING - APPLICATIONS","LB / ACRE / YEAR","MEFENOXAM",0.566
"BEARING - APPLICATIONS","LB / ACRE / YEAR","MYCLOBUTANIL",0.237
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PENTHIOPYRAD",0.35
"BEARING - APPLICATIONS","LB / ACRE / YEAR","POLYOXIN D ZINC SALT",0.183
"BEARING - APPLICATIONS","LB / ACRE / YEAR","POTASSIUM BICARBON.",10.775
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PROPICONAZOLE",0.14
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PYRACLOSTROBIN",0.23
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PYRIMETHANIL",0.989
"BEARING - APPLICATIONS","LB / ACRE / YEAR","QUINOLINE",0.139
"BEARING - APPLICATIONS","LB / ACRE / YEAR","STREPTOMYCES LYDICUS",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","SULFUR",17.216
"BEARING - APPLICATIONS","LB / ACRE / YEAR","TETRACONAZOLE",0.056
"BEARING - APPLICATIONS","LB / ACRE / YEAR","THIOPHANATE-METHYL",0.815
"BEARING - APPLICATIONS","LB / ACRE / YEAR","THIRAM",5.029
"BEARING - APPLICATIONS","LB / ACRE / YEAR","TRIFLOXYSTROBIN",0.249
"BEARING - APPLICATIONS","LB / ACRE / YEAR","TRIFLUMIZOLE",0.461
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUMIOXAZIN",0.099
"BEARING - APPLICATIONS","LB / ACRE / YEAR","GLYPHOSATE POT. SALT",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","NAPROPAMIDE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","OXYFLUORFEN",0.388
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PENDIMETHALIN",1.357
"BEARING - APPLICATIONS","LB / ACRE / YEAR","ACEQUINOCYL",0.453
"BEARING - APPLICATIONS","LB / ACRE / YEAR","ACETAMIPRID",0.184
"BEARING - APPLICATIONS","LB / ACRE / YEAR","AZADIRACHTIN",0.048
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BIFENAZATE",0.872
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BIFENTHRIN",0.191
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BT KURSTAKI EG7841",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BT SUB AIZAWAI GC-91",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BUPROFEZIN",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","BURKHOLDERIA A396 CELLS & MEDIA",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHLORANTRANILIPROLE",0.107
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CYANTRANILIPROLE",0.145
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CYFLUMETOFEN",0.283
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FENPROPATHRIN",0.251
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FENPYROXIMATE",0.121
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLONICAMID",0.16
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUPYRADIFURONE",0.245
"BEARING - APPLICATIONS","LB / ACRE / YEAR","HELICOVERPA ZEA NPV",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","HEXYTHIAZOX",0.253
"BEARING - APPLICATIONS","LB / ACRE / YEAR","IMIDACLOPRID",0.602
"BEARING - APPLICATIONS","LB / ACRE / YEAR","MALATHION",2.443
"BEARING - APPLICATIONS","LB / ACRE / YEAR","METHOXYFENOZIDE",0.219
"BEARING - APPLICATIONS","LB / ACRE / YEAR","NALED",1.076
"BEARING - APPLICATIONS","LB / ACRE / YEAR","NEEM OIL",1.159
"BEARING - APPLICATIONS","LB / ACRE / YEAR","NEEM OIL, CLAR. HYD.",2.57
"BEARING - APPLICATIONS","LB / ACRE / YEAR","NOVALURON",0.168
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PETROLEUM DISTILLATE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","POTASSIUM SALTS",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PYRETHRINS",0.067
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PYRIPROXYFEN",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","SPINETORAM",0.117
"BEARING - APPLICATIONS","LB / ACRE / YEAR","SPINOSAD",0.126
"BEARING - APPLICATIONS","LB / ACRE / YEAR","SPIROMESIFEN",0.274
"BEARING - APPLICATIONS","LB / ACRE / YEAR","THIAMETHOXAM",0.088
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CAPRIC ACID",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CAPRYLIC ACID",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","CHLOROPICRIN",221.399
"BEARING - APPLICATIONS","LB / ACRE / YEAR","DICHLOROPROPENE",77.467
"BEARING - APPLICATIONS","LB / ACRE / YEAR","FLUTRIAFOL",0.186
"BEARING - APPLICATIONS","LB / ACRE / YEAR","HYDROGEN PEROXIDE",4.631
"BEARING - APPLICATIONS","LB / ACRE / YEAR","METAM-POTASSIUM",281.989
"BEARING - APPLICATIONS","LB / ACRE / YEAR","MINERAL OIL",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PAECILOMYCES FUMOSOR",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","PEROXYACETIC ACID",0.958
"BEARING - APPLICATIONS","LB / ACRE / YEAR","POTASSIUM SILICATE",NA
"BEARING - APPLICATIONS","LB / ACRE / YEAR","REYNOUTRIA SACHALINE",0.266
"BEARING - APPLICATIONS","NUMBER","AZOXYSTROBIN",1.1
"BEARING - APPLICATIONS","NUMBER","BACILLUS AMYLOLIQUEFACIENS MBI 600",NA
"BEARING - APPLICATIONS","NUMBER","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",1.6
"BEARING - APPLICATIONS","NUMBER","BACILLUS PUMILUS",NA
"BEARING - APPLICATIONS","NUMBER","BACILLUS SUBTILIS",1.3
"BEARING - APPLICATIONS","NUMBER","BORAX DECAHYDRATE",1.3
"BEARING - APPLICATIONS","NUMBER","BOSCALID",1.4
"BEARING - APPLICATIONS","NUMBER","CAPTAN",8.6
"BEARING - APPLICATIONS","NUMBER","COPPER OCTANOATE",NA
"BEARING - APPLICATIONS","NUMBER","CYFLUFENAMID",1.3
"BEARING - APPLICATIONS","NUMBER","CYPRODINIL",1.8
"BEARING - APPLICATIONS","NUMBER","FENHEXAMID",1.6
"BEARING - APPLICATIONS","NUMBER","FLUDIOXONIL",1.8
"BEARING - APPLICATIONS","NUMBER","FLUOPYRAM",2
"BEARING - APPLICATIONS","NUMBER","FLUXAPYROXAD",1.2
"BEARING - APPLICATIONS","NUMBER","MEFENOXAM",1.2
"BEARING - APPLICATIONS","NUMBER","MYCLOBUTANIL",2.3
"BEARING - APPLICATIONS","NUMBER","PENTHIOPYRAD",1.3
"BEARING - APPLICATIONS","NUMBER","POLYOXIN D ZINC SALT",1.9
"BEARING - APPLICATIONS","NUMBER","POTASSIUM BICARBON.",5
"BEARING - APPLICATIONS","NUMBER","PROPICONAZOLE",1.2
"BEARING - APPLICATIONS","NUMBER","PYRACLOSTROBIN",1.3
"BEARING - APPLICATIONS","NUMBER","PYRIMETHANIL",1.4
"BEARING - APPLICATIONS","NUMBER","QUINOLINE",1.4
"BEARING - APPLICATIONS","NUMBER","STREPTOMYCES LYDICUS",NA
"BEARING - APPLICATIONS","NUMBER","SULFUR",4.6
"BEARING - APPLICATIONS","NUMBER","TETRACONAZOLE",1.5
"BEARING - APPLICATIONS","NUMBER","THIOPHANATE-METHYL",1.2
"BEARING - APPLICATIONS","NUMBER","THIRAM",2.3
"BEARING - APPLICATIONS","NUMBER","TRIFLOXYSTROBIN",2
"BEARING - APPLICATIONS","NUMBER","TRIFLUMIZOLE",1.8
"BEARING - APPLICATIONS","NUMBER","FLUMIOXAZIN",1.2
"BEARING - APPLICATIONS","NUMBER","GLYPHOSATE POT. SALT",NA
"BEARING - APPLICATIONS","NUMBER","NAPROPAMIDE",NA
"BEARING - APPLICATIONS","NUMBER","OXYFLUORFEN",1.3
"BEARING - APPLICATIONS","NUMBER","PENDIMETHALIN",1
"BEARING - APPLICATIONS","NUMBER","ABAMECTIN",1.4
"BEARING - APPLICATIONS","NUMBER","ACEQUINOCYL",1.5
"BEARING - APPLICATIONS","NUMBER","ACETAMIPRID",1.3
"BEARING - APPLICATIONS","NUMBER","AZADIRACHTIN",1.6
"BEARING - APPLICATIONS","NUMBER","BIFENAZATE",1.7
"BEARING - APPLICATIONS","NUMBER","BIFENTHRIN",1.6
"BEARING - APPLICATIONS","NUMBER","BT KURSTAK ABTS-1857",1.5
"BEARING - APPLICATIONS","NUMBER","BT KURSTAKI ABTS-351",2
"BEARING - APPLICATIONS","NUMBER","BT KURSTAKI EG7841",NA
"BEARING - APPLICATIONS","NUMBER","BT KURSTAKI SA-11",1.7
"BEARING - APPLICATIONS","NUMBER","BT SUB AIZAWAI GC-91",NA
"BEARING - APPLICATIONS","NUMBER","BUPROFEZIN",NA
"BEARING - APPLICATIONS","NUMBER","BURKHOLDERIA A396 CELLS & MEDIA",NA
"BEARING - APPLICATIONS","NUMBER","CHLORANTRANILIPROLE",1.6
"BEARING - APPLICATIONS","NUMBER","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",1.9
"BEARING - APPLICATIONS","NUMBER","CYANTRANILIPROLE",1.3
"BEARING - APPLICATIONS","NUMBER","CYFLUMETOFEN",1.6
"BEARING - APPLICATIONS","NUMBER","FENPROPATHRIN",1.1
"BEARING - APPLICATIONS","NUMBER","FENPYROXIMATE",1.1
"BEARING - APPLICATIONS","NUMBER","FLONICAMID",1.8
"BEARING - APPLICATIONS","NUMBER","FLUPYRADIFURONE",1.4
"BEARING - APPLICATIONS","NUMBER","HELICOVERPA ZEA NPV",NA
"BEARING - APPLICATIONS","NUMBER","IMIDACLOPRID",1.2
"BEARING - APPLICATIONS","NUMBER","MALATHION",1.2
"BEARING - APPLICATIONS","NUMBER","METHOXYFENOZIDE",1.3
"BEARING - APPLICATIONS","NUMBER","NALED",1.2
"BEARING - APPLICATIONS","NUMBER","NEEM OIL",1.5
